age_range,industry,job_title,annual_salary,"How much additional monetary compensation do you get, if any (for example, bonuses or overtime in an average year)? Please only include monetary compensation here, not the value of benefits.",currency,"If ""Other,"" please indicate the currency here: ",country,"If you're in the U.S., what state do you work in?",What city do you work in?,current_years_experience,How many years of professional work experience do you have in your field?,education,gender,What is your race? (Choose all that apply.)
35-44,Other,Other,130000,500.0,USD,,United States,Idaho,Idaho Falls,21 - 30 years,21 - 30 years,PhD,Woman,White
35-44,Health,Manager (General),142000,,USD,,United States,Hawaii,Honolulu,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
25-34,Education,Other,70000,,CAD,,Canada,,Thunder Bay,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Information Technology,Executive Assistant,120000,,USD,,United States,California,San Francisco,5-7 years,5-7 years,College degree,Woman,White
35-44,Health,Director,73500,0.0,EUR,,Ireland,,Dublin,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Engineering/Manufacturing,Other,71000,,USD,,United States,New Jersey,Somerset,2 - 4 years,2 - 4 years,College degree,Man,White
25-34,Legal,Other,95000,95000.0,USD,,United States,Pennsylvania,Philadelphia ,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Other,Other,97000,3000.0,CAD,,Canada,,Vancouver,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Marketing,Content/Copywriter,70000,0.0,USD,,United States,New York,New York,5-7 years,2 - 4 years,Master's degree,Woman,White
35-44,Health,Manager (General),36500,0.0,USD,,United States,Texas,Denton,8 - 10 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
25-34,Other,Other,65000,0.0,USD,,United States,Ohio,Cincinnati ,5-7 years,5-7 years,PhD,Woman,"Hispanic, Latino, or Spanish origin"
55-64,Education,Other,81000,0.0,USD,,United States,Wisconsin,Madison,21 - 30 years,21 - 30 years,College degree,Man,White
45-54,Other,Other,46000,0.0,USD,,United States,Ohio,Massillon ,11 - 20 years,2 - 4 years,College degree,Woman,White
18-24,Engineering/Manufacturing,Other,20154,0.0,GBP,,United Kingdom,,Shropshire,5-7 years,5-7 years,Some college,Woman,White
35-44,Education,IT/Systems,40000,0.0,GBP,,United Kingdom,,London,21 - 30 years,21 - 30 years,College degree,Man,White
45-54,Engineering/Manufacturing,Director,130000,26000.0,USD,,United States,Illinois,Chicago,21 - 30 years,8 - 10 years,College degree,Woman,Black or African American
35-44,Health,Manager (General),110000,,USD,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,High School,Woman,White
25-34,Information Technology,Software Engineer,161000,0.0,USD,,United States,Missouri,St. Louis,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Legal,Other,194000,65000.0,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Energy,HR Generalist/Manager,103000,15000.0,USD,,United States,Missouri,Saint Louis ,11 - 20 years,11 - 20 years,Some college,Woman,White
35-44,Health,Teacher,75000,0.0,USD,,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Information Technology,Project Manager,120000,40000.0,USD,,United States,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Woman,White
35-44,Education,Teacher,128000,0.0,USD,,United States,New York,Uniondale,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Legal,Other,35000,0.0,USD,,United States,Arkansas,Arkadelphia,21 - 30 years,5-7 years,College degree,Woman,White
35-44,Government,Director,149877,0.0,USD,,United States,Washington,Seattle,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Biotech,Other,86000,8000.0,USD,,United States,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Non-binary,White
25-34,Business/Consulting,Director,170000,,USD,,United States,Virginia,Fairfax,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Health,Manager (General),105000,10000.0,USD,,United States,Missouri,St Louis,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Media/Entertainment,Manager (General),87000,,USD,,United States,New York,New York,8 - 10 years,5-7 years,College degree,Man,White
35-44,Retail/Sales,Manager (General),72000,33000.0,USD,,United States,North Carolina,Weaverville ,11 - 20 years,8 - 10 years,College degree,Woman,"Asian or Asian American, White"
25-34,Engineering/Manufacturing,Engineer (Non-software),85000,5000.0,CAD,,Canada,,Toronto,5-7 years,5-7 years,Master's degree,Man,White
35-44,Government,Project Manager,97000,0.0,USD,,United States,Oregon,Portland,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,White
35-44,Insurance,Manager (General),139000,30000.0,USD,,United States,California,San Francisco,8 - 10 years,5-7 years,College degree,Woman,White
25-34,Insurance,Other,95000,22000.0,GBP,,United Kingdom,,Southampton,11 - 20 years,2 - 4 years,PhD,Woman,White
35-44,Media/Entertainment,Manager (General),70000,0.0,USD,,United States,"Florida, New Hampshire, Wisconsin",milwaukee,11 - 20 years,11 - 20 years,Some college,Woman,White
25-34,Biotech,Other,26500,,GBP,,United Kingdom,,Manchester,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Engineering/Manufacturing,Engineer (Non-software),104000,5000.0,USD,,United States,Colorado,Denver,5-7 years,5-7 years,College degree,Man,White
35-44,Other,Marketing Manager,130000,20000.0,USD,,United States,California,Chatsworth,11 - 20 years,2 - 4 years,Master's degree,Man,Asian or Asian American
25-34,Information Technology,Consultant,108000,2000.0,USD,,United States,California,Lake Forest,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Media/Entertainment,Other,80000,,USD,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
35-44,Finance,Director,140000,,USD,,United States,Texas,Dallas,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Finance,Analyst (General),150000,55000.0,USD,,United States,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Man,White
25-34,Engineering/Manufacturing,Engineer (Non-software),63440,2000.0,USD,,United States,Oklahoma,Oklahoma City,2 - 4 years,2 - 4 years,College degree,Man,White
35-44,Information Technology,Software Engineer,250000,30000.0,USD,,United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Nonprofit,Director,88000,0.0,USD,,United States,New York,New York,5-7 years,5-7 years,College degree,Man,White
25-34,Insurance,Manager (General),104000,400.0,USD,,United States,Oregon,Portland,8 - 10 years,5-7 years,Master's degree,Man,White
35-44,Finance,Supervisor,49955,6000.0,USD,,United States,Nebraska,Lincoln,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Information Technology,Other,34000,4800.0,GBP,,United Kingdom,,London,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Finance,Consultant,74000,7000.0,USD,,United States,Iowa,Des Moines ,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Health,Other,71400,800.0,USD,,Other,Virginia,Richmond ,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Nonprofit,Director,82400,,USD,,United States,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,White
18-24,Hospitality,Manager (General),38000,7000.0,USD,,United States,Oklahoma,Broken Arrow ,5-7 years,2 - 4 years,Some college,Woman,White
35-44,Engineering/Manufacturing,Manager (General),140000,25000.0,USD,,United States,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Information Technology,Software Engineer,155000,,USD,,United States,Maryland,silver spring,11 - 20 years,11 - 20 years,High School,Man,White
18-24,Other,Other,65000,3250.0,USD,,United States,Wisconsin,Kenosha,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Real Estate,Project Manager,98000,6000.0,USD,,United States,Washington,Seattle,11 - 20 years,8 - 10 years,Some college,Woman,White
25-34,Government,Manager (General),37000,,GBP,,United Kingdom,,London,5-7 years,1 year or less,College degree,Non-binary,White
35-44,Legal,Other,400000,100000.0,USD,,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Engineering/Manufacturing,QA/Test Engineer,88000,4000.0,USD,,United States,California,Los Angeles,1 year or less,1 year or less,Master's degree,Woman,White
25-34,Information Technology,Manager (General),160000,200000.0,USD,,United States,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Education,Professor/Faculty,66142,10000.0,USD,,United States,Georgia,Athens,8 - 10 years,8 - 10 years,PhD,Woman,White
45-54,Information Technology,Software Engineer,154000,75000.0,USD,,United States,Washington,Seattle ,11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
25-34,Information Technology,Software Engineer,180000,135000.0,USD,,United States,California,San Francisco,11 - 20 years,8 - 10 years,Some college,Man,White
35-44,Information Technology,Software Engineer,95000,,USD,,United States,Maryland,Baltimore,8 - 10 years,2 - 4 years,PhD,Man,White
25-34,Information Technology,Project Manager,170000,80000.0,USD,,United States,California,Mountain View,2 - 4 years,2 - 4 years,College degree,Man,White
25-34,Business/Consulting,Administrative Assistant,45240,500.0,USD,,United States,District of Columbia,"Washington, DC",8 - 10 years,5-7 years,Some college,Man,White
25-34,Nonprofit,Director,75000,,USD,,United States,Texas,Houston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Media/Entertainment,Manager (General),40000,12000.0,GBP,,United Kingdom,,Liverpool ,11 - 20 years,11 - 20 years,Some college,Woman,White
25-34,Information Technology,Data Scientist/Analyst,145000,14500.0,USD,,United States,New York,New York,2 - 4 years,2 - 4 years,Master's degree,Man,White
35-44,Biotech,Manager (General),122000,26000.0,USD,,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
25-34,Finance,Analyst (General),25000,,USD,,United States,Oklahoma,Norman,11 - 20 years,5-7 years,Master's degree,Non-binary,White
35-44,Information Technology,Engineer (Non-software),201000,350000.0,USD,,United States,California,Sunnyvale,11 - 20 years,2 - 4 years,College degree,Man,"Asian or Asian American, White"
45-54,Finance,Manager (General),50000,4000.0,GBP,,United Kingdom,,Edinburgh ,31 - 40 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,
25-34,Nonprofit,Manager (General),60940,0.0,USD,,United States,District of Columbia,Washington,5-7 years,5-7 years,PhD,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Information Technology,Manager (General),52000,7000.0,GBP,,United Kingdom,,"Edinburgh, UK",11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Information Technology,Engineer (Non-software),145000,0.0,USD,,United States,California,San Francisco,11 - 20 years,11 - 20 years,Some college,Man,White
25-34,Government,Other,41000,,USD,,United States,Maine,Augusta,5-7 years,2 - 4 years,Master's degree,Woman,White
25-34,Marketing,Other,27500,,GBP,,United Kingdom,,Sheffield ,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Retail/Sales,Other,28000,0.0,GBP,,United Kingdom,,Manchester ,5-7 years,5-7 years,College degree,Woman,White
25-34,Agriculture,QA/Test Engineer,52000,0.0,USD,,United States,Wisconsin,Madison ,2 - 4 years,1 year or less,College degree,Woman,Asian or Asian American
25-34,Media/Entertainment,Writer/Editor,75000,2000.0,USD,,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Finance,Director,87500,10000.0,GBP,,United Kingdom,,London,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Information Technology,DevOps/Cloud,200000,0.0,USD,,United States,Oregon,Ashland,11 - 20 years,11 - 20 years,Some college,Man,White
35-44,Other,Other,145000,8500.0,USD,,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,Master's degree,Woman,White
25-34,Health,Other,37000,,GBP,,United Kingdom,,London,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Finance,Accountant,72000,6000.0,USD,,United States,Arkansas,Little Rock ,21 - 30 years,11 - 20 years,College degree,Woman,White
35-44,Information Technology,Software Engineer,343200,,USD,,Canada,,Montreal,11 - 20 years,8 - 10 years,College degree,Man,Asian or Asian American
35-44,Information Technology,Data Scientist/Analyst,115000,15000.0,USD,,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,"Asian or Asian American, White"
35-44,Health,Consultant,86000,0.0,USD,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Education,Other,42400,0.0,USD,,United States,Massachusetts,Amherst,5-7 years,2 - 4 years,Some college,Man,White
45-54,Government,Manager (General),63000,,USD,,United States,Texas,Dallas,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Government,Other,18500,,GBP,,United Kingdom,,"Leeds, UK",5-7 years,1 year or less,Master's degree,Woman,White
35-44,Education,Supervisor,52000,,USD,,United States,Kansas,Kansas City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Education,Other,41579,,USD,,United States,Missouri,St. Louis,5-7 years,5-7 years,College degree,Woman,White
35-44,Other,Other,49000,0.0,USD,,United States,Illinois,Chicago,11 - 20 years,5-7 years,Master's degree,Woman,White
35-44,Engineering/Manufacturing,Director,92500,5000.0,USD,,United States,Texas,Dallas,11 - 20 years,2 - 4 years,Master's degree,Man,White
35-44,Information Technology,Other,69000,0.0,GBP,,United Kingdom,,York,11 - 20 years,11 - 20 years,College degree,Man,White
45-54,Nonprofit,Director,105000,0.0,USD,,United States,Washington,Seattle,21 - 30 years,21 - 30 years,Master's degree,Woman,White
25-34,Education,Other,83200,0.0,USD,,United States,Washington,Pasco,1 year or less,1 year or less,Master's degree,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin, White"
25-34,Government,Administrative Assistant,38500,0.0,CAD,,Canada,,Halifax,11 - 20 years,2 - 4 years,Some college,Woman,White
25-34,Finance,Accountant,65000,6500.0,USD,,United States,Massachusetts,Cambridge,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Engineering/Manufacturing,Project Manager,77000,0.0,USD,,United States,Ohio,Akron,21 - 30 years,21 - 30 years,College degree,Woman,White
25-34,Information Technology,Other,165000,,USD,,United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Information Technology,Other,120000,0.0,CAD,,Canada,,Ottawa,8 - 10 years,5-7 years,Some college,Man,White
25-34,Media/Entertainment,Software Engineer,101000,15000.0,USD,,United States,District of Columbia,Washington,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Information Technology,Project Manager,60000,0.0,USD,,United States,Pennsylvania,Philadelphia,8 - 10 years,5-7 years,College degree,Woman,Another option not listed here or prefer not to answer
25-34,Education,Librarian,65000,0.0,USD,,United States,Texas,Houston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Information Technology,Other,160000,0.0,USD,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Finance,VP/Senior Leadership,87000,10000.0,GBP,,United Kingdom,,London,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Insurance,Analyst (General),40500,4000.0,GBP,,United Kingdom,,Birmingham,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Information Technology,Manager (General),70000,7000.0,EUR,,Ireland,,Dublin,11 - 20 years,8 - 10 years,Not Specified,Woman,White
25-34,Legal,Project Manager,98530,7000.0,USD,,United States,Oregon,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
25-34,Information Technology,Product Manager,140000,25000.0,USD,,United States,"New Jersey, New York",NYC,8 - 10 years,2 - 4 years,College degree,Man,White
35-44,Government,Analyst (General),112300,5000.0,USD,,United States,California,San Francisco,11 - 20 years,5-7 years,Master's degree,Woman,Black or African American
35-44,Hospitality,Other,46800,2500.0,USD,,United States,Connecticut,Guilford ,21 - 30 years,8 - 10 years,College degree,Woman,White
25-34,Information Technology,Other,58000,0.0,USD,,United States,Washington,Seattle,5-7 years,5-7 years,High School,Man,White
35-44,Nonprofit,Director,105000,,USD,,United States,Colorado,Denver,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Information Technology,Software Engineer,136000,8000.0,USD,,United States,North Carolina,Asheville,11 - 20 years,8 - 10 years,Master's degree,Man,White
25-34,Marketing,Content/Copywriter,105000,31000.0,USD,,United States,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Information Technology,Software Engineer,165000,23000.0,CAD,,Canada,,Vancouver,11 - 20 years,8 - 10 years,PhD,Man,White
25-34,Business/Consulting,Consultant,165000,,USD,,United States,Massachusetts,Boston,1 year or less,1 year or less,PhD,Man,Black or African American
